,Sample_ID,Sample_Name,I7_Index_ID,Brain region,RNAseq/ATACseq,Enrichment,Sample_Name_original,Sample_Name_normalized
14,IGF117833,A319-11-MTEMP,S765,MTEMP,,,A319-11-MTEMP,A319_11
15,IGF117834,A354-16-MTEMP,S793,MTEMP,,,A354-16-MTEMP,A354_16
0,IGF117836,PDC016-MTEMP,S702,MTEMP,,,PDC016-MTEMP,PDC016
1,IGF117745,A115-17-SOM,S796,SOM,,,A115-17-SOM,A115_17
2,IGF117749,19920001-SOM,S757,SOM,,,19920001-SOM,19920001
3,IGF117750,A138-12-MTEMP,S783,MTEMP,,,A138-12-MTEMP,A138_12
4,IGF117751,A319-11-SOM,S722,SOM,,,A319-11-SOM,A319_11
5,IGF117754,DPM16-44-SOM,S710,SOM,,,DPM16-44-SOM,DPM16_44
6,IGF117756,19930222-MTEMP,S770,MTEMP,,,19930222-MTEMP,19930222
7,IGF117757,NP13-012-MTEMP,S734,MTEMP,,,NP13-012-MTEMP,NP13_012
8,IGF117758,A096-14-SOM,S763,SOM,,,A096-14-SOM,A096_14
9,IGF117761,NP14-128-MTEMP,S797,MTEMP,,,NP14-128-MTEMP,NP14_128
10,IGF117763,B509-962-SOM,S735,SOM,,,B509-962-SOM,B509_962
11,IGF117764,A127-11-MTEMP,S727,MTEMP,,,A127-11-MTEMP,A127_11
12,IGF117767,B509-962-MTEMP,S742,MTEMP,,,B509-962-MTEMP,B509_962
13,IGF117768,20130325-SOM,S795,SOM,,,20130325-SOM,20130325
14,IGF117769,19920200-SOM,S749,SOM,,,19920200-SOM,19920200
15,IGF117770,A220-11-MTEMP,S773,MTEMP,,,A220-11-MTEMP,A220_11
0,IGF117835,A402-14-MTEMP,S719,MTEMP,,,A402-14-MTEMP,A402_14
1,IGF117837,PDC026-MTEMP,S744,MTEMP,,,PDC026-MTEMP,PDC026
2,IGF117747,A210-05-MTEMP,S785,MTEMP,,,A210-05-MTEMP,A210_05
3,IGF117753,A074-05-MTEMP,S718,MTEMP,,,A074-05-MTEMP,A074_05
4,IGF117759,20129990-MTEMP,S748,MTEMP,,,20129990-MTEMP,20129990
5,IGF117765,NP16-088-MTEMP,S768,MTEMP,,,NP16-088-MTEMP,NP16_088
6,IGF117766,A013-03-SOM,S741,SOM,,,A013-03-SOM,A013_03
7,IGF117775,A166-04-SOM,S720,SOM,,,A166-04-SOM,A166_04
8,IGF117784,19930148-MTEMP,S731,MTEMP,,,19930148-MTEMP,19930148
9,IGF117789,19930154-MTEMP,S789,MTEMP,,,19930154-MTEMP,19930154
10,IGF117808,A074-05-SOM,S787,SOM,,,A074-05-SOM,A074_05
11,IGF117811,A013-03-MTEMP,S703,MTEMP,,,A013-03-MTEMP,A013_03
12,IGF117816,A166-04-MTEMP,S776,MTEMP,,,A166-04-MTEMP,A166_04
0,IGF117771,P3-09-MTEMP,S769,MTEMP,,,P3-09-MTEMP,P3_09
1,IGF117773,A019-12-SOM,S752,SOM,,,A019-12-SOM,A019_12
2,IGF117774,19891015-MTEMP,S704,MTEMP,,,19891015-MTEMP,19891015
3,IGF117776,A272-15-SOM,S715,SOM,,,A272-15-SOM,A272_15
4,IGF117777,19910318-SOM,S753,SOM,,,19910318-SOM,19910318
5,IGF117778,20110137-MTEMP,S758,MTEMP,,,20110137-MTEMP,20110137
6,IGF117779,DPM16-44-MTEMP,S784,MTEMP,,,DPM16-44-MTEMP,DPM16_44
7,IGF117780,A170-13-SOM,S714,SOM,,,A170-13-SOM,A170_13
8,IGF117781,19910318-MTEMP,S771,MTEMP,,,19910318-MTEMP,19910318
9,IGF117783,A163-17-SOM,S779,SOM,,,A163-17-SOM,A163_17
10,IGF117786,A169-10-SOM,S788,SOM,,,A169-10-SOM,A169_10
11,IGF117788,A402-14-SOM,S739,SOM,,,A402-14-SOM,A402_14
12,IGF117792,NP17-023-MTEMP,S737,MTEMP,,,NP17-023-MTEMP,NP17_023
13,IGF117793,A220-11-SOM,S728,SOM,,,A220-11-SOM,A220_11
14,IGF117794,20185935-MTEMP,S780,MTEMP,,,20185935-MTEMP,20185935
15,IGF117795,PDC026-SOM,S761,SOM,,,PDC026-SOM,PDC026
0,IGF117796,NP12-162-MTEMP,S712,MTEMP,,,NP12-162-MTEMP,NP12_162
1,IGF117798,A282-14-SOM,S786,SOM,,,A282-14-SOM,A282_14
2,IGF117799,A354-16-SOM,S743,SOM,,,A354-16-SOM,A354_16
3,IGF117801,19950030-MTEMP,S775,MTEMP,,,19950030-MTEMP,19950030
4,IGF117802,A051-14-SOM,S750,SOM,,,A051-14-SOM,A051_14
5,IGF117803,19920200-MTEMP,S706,MTEMP,,,19920200-MTEMP,19920200
6,IGF117805,19920179-MTEMP,S724,MTEMP,,,19920179-MTEMP,19920179
7,IGF117806,A053-11-SOM,S790,SOM,,,A053-11-SOM,A053_11
8,IGF117807,19910006-MTEMP,S791,MTEMP,,,19910006-MTEMP,19910006
9,IGF117809,A127-11-SOM,S726,SOM,,,A127-11-SOM,A127_11
10,IGF117810,19910334-MTEMP,S767,MTEMP,,,19910334-MTEMP,19910334
11,IGF117812,A138-12-SOM,S738,SOM,,,A138-12-SOM,A138_12
12,IGF117813,20150712-MTEMP,S766,MTEMP,,,20150712-MTEMP,20150712
13,IGF117814,A297-16-SOM,S711,SOM,,,A297-16-SOM,A297_16
14,IGF117815,19920035-MTEMP,S759,MTEMP,,,19920035-MTEMP,19920035
15,IGF117817,A210-05-SOM,S721,SOM,,,A210-05-SOM,A210_05
